borrower_id,gender,age,education_level,immigration_status,marital_status,dependents,industry_sector,employment_status,annual_income,income_decile,years_with_current_employer,total_years_employment,income_type,assets,total_liabilities,net_worth,liquid_assets,number_of_open_loans,total_value_of_open_loans,delinquencies_past_12mo,credit_score,credit_utilization,property_value,mortgage_amount,loan_to_value,monthly_payment,interest_rate,term_years,mortgage_start_year,risk_category,cluster_id,after_stress_risk_category
B07846,Female,52,University certificate or diploma above a bachelor's degree,Long-term immigrant,Single,2,Tech,Employed,85697.36,8,11,17,Salaried,272000,212162.94,59837.06,109788.74,2,219291.93,0,640,10.54,1162504,1042696,89.69,1617.79,2.58,25,2009,,,
B07847,Female,40,College or CEGEP certificate or diploma,Canadian-born,Married,3,Construction,Employed,98762.43,9,1,16,Salaried,282000,144325.72,137674.28,82529.33,1,158619.18,0,587,26.71,1138592,871052,76.5,293.02,5.31,20,2021,,,
B07848,Female,52,College or CEGEP certificate or diploma,Recent immigrant,Married,2,Finance,Employed,36697.85,4,1,19,Salaried,171000,124392.23,46607.77,39460.65,1,127632.19,2,737,37.49,888099,554983,62.49,1590.44,5.92,25,2021,,,
B07849,Male,44,Bachelor's degree,Long-term immigrant,Married,0,Retail,Unemployed,137470.24,10,4,15,Salaried,330000,187637.69,142362.31,44387.82,1,193586.07,0,586,37.9,691326,423843,61.31,1366.07,3.98,25,1999,,,
B07850,Male,49,College or CEGEP certificate or diploma,Canadian-born,Single,0,Retail,Employed,52092.68,6,20,37,Contract,231000,161385.72,69614.28,59067.25,3,178245.66,0,622,56.35,813177,593304,72.96,1213.13,5.93,25,2010,,,
B07851,Male,45,Trades or apprenticeship certificate,Recent immigrant,Single,1,Retail,Unemployed,123420.83,10,4,7,Salaried,296000,98693.42,197306.58,66074.62,1,107313.24,0,577,23.43,1102566,761022,69.02,1577.33,6.26,25,2004,,,
B07852,Female,53,Master's degree,Canadian-born,Single,0,Manual Labor,Unemployed,54001.7,7,18,19,Hourly,246000,79611.82,166388.18,37723.38,5,83604.98,1,682,18.95,1062949,670769,63.1,1183.9,4.8,25,2013,,,
B07853,Female,47,University certificate or diploma below a bachelor's degree,Canadian-born,Single,1,Tech,Unemployed,51792.09,6,3,11,Salaried,225000,155993.98,69006.02,68912.25,2,158569.89,0,613,5.16,779036,623420,80.02,1686.04,5.04,30,2004,,,
B07854,Male,54,Bachelor's degree,Long-term immigrant,Single,4,Tech,Student,44748.2,4,3,9,Salaried,188000,120741.72,67258.28,30065.01,1,134885.42,0,693,31.45,692218,467855,67.59,1082.78,6.16,25,2022,,,
B07855,Female,37,Bachelor's degree,Canadian-born,Single,0,Education,Retired,30117.55,2,12,23,Salaried,155000,113321.53,41678.47,70646.5,3,119091.77,0,723,23.3,829636,719586,86.74,2081.97,5.57,30,2015,,,
B07856,Male,50,Bachelor's degree,Canadian-born,Married,1,Tech,Employed,142521.91,10,1,5,Salaried,276000,59677.17,216322.83,137434.75,4,63690.55,1,702,19.6,985537,736190,74.7,1782.13,4.02,20,2016,,,
B07857,Male,41,Master's degree,Canadian-born,Widowed,1,Finance,Unemployed,32744.26,3,2,13,Salaried,136000,77971.78,58028.22,22026.74,1,85988.27,0,710,14.06,809656,653969,80.77,1347,6.04,25,2005,,,
B07858,Male,46,College or CEGEP certificate or diploma,Canadian-born,Single,2,Construction,Unemployed,131584.47,10,3,18,Salaried,324000,150306.08,173693.92,49565.77,2,161757.73,0,683,8.05,904593,775349,85.71,1429.26,4.1,15,1998,,,
B07859,Male,49,Bachelor's degree,Long-term immigrant,Married,0,Tech,Employed,67161.75,8,1,19,Salaried,245000,98814.92,146185.08,71826.4,2,110490.63,0,728,15.04,807661,662971,82.09,1912.13,5.66,25,2023,,,
B07860,Male,42,Bachelor's degree,Canadian-born,Single,0,Retail,Self-employed,101234.73,9,4,15,Salaried,276000,196920.43,79079.57,135650.43,2,208506.4,1,683,23.71,800567,727604,90.89,1884.29,4.5,30,2014,,,
B07861,Male,51,Master's degree,Canadian-born,Married,3,Healthcare,Student,146462.55,10,3,3,Salaried,308000,120871.49,187128.51,85801.36,5,132101.2,1,704,12.96,1092863,979393,89.62,1060.51,4.43,25,1992,,,
B07862,Male,35,Bachelor's degree,Recent immigrant,Married,3,Construction,Employed,63091.13,8,3,3,Salaried,260000,111195.3,148804.7,68249.02,1,124970.65,0,659,19.58,865308,662949,76.61,1251.35,2.32,25,2016,,,
B07863,Male,42,First professional degree,Canadian-born,Divorced,2,Logistics,Employed,66826.25,7,6,24,Hourly,243000,83778.34,159221.66,117154.48,2,89727.52,0,634,59.43,757165,668618,88.31,2101.03,4.28,15,2015,,,
B07864,Female,48,High school diploma or equivalent,Long-term immigrant,Single,2,Tech,Retired,122888.71,10,1,20,Salaried,288000,225715.78,62284.22,81064.76,1,241501.82,0,772,53.2,957461,630162,65.82,1629.73,3.59,15,1994,,,
B07865,Male,44,High school diploma or equivalent,Recent immigrant,Single,1,Manual Labor,Employed,67471.02,7,15,26,Salaried,274000,158731.89,115268.11,114875.62,2,180335.97,0,692,10.51,984559,751047,76.28,652.74,5.69,25,2011,,,
B07866,Female,53,High school diploma or equivalent,Long-term immigrant,Single,2,Retail,Employed,38605.84,3,4,8,Salaried,174000,110606.47,63393.53,47768.07,3,119896.28,0,698,64.68,735022,468234,63.7,1610.4,4.65,20,1992,,,
B07867,Male,42,High school diploma or equivalent,Canadian-born,Married,1,Manual Labor,Retired,63129.37,9,9,17,Salaried,281000,221736.54,59263.46,106863.67,5,233113.12,0,701,18.74,1020147,869393,85.22,2168.95,5.9,30,2013,,,
B07868,Male,53,High school diploma or equivalent,Canadian-born,Divorced,0,Construction,Student,34630.88,2,2,13,Salaried,189000,100236.33,88763.67,88434.03,2,111921.25,0,676,52.12,1080685,812347,75.17,1707.96,4.58,20,1994,,,
B07869,Male,38,High school diploma or equivalent,Canadian-born,Married,1,Manual Labor,Unemployed,83085.36,8,2,3,Salaried,248000,119884.41,128115.59,89183.52,4,135309.98,0,649,22.69,1026834,786236,76.57,1707.18,5.51,25,2004,,,
B07870,Male,44,Doctoral degree,Canadian-born,Married,0,Construction,Self-employed,68995.37,8,11,23,Salaried,270000,130660.3,139339.7,131800.87,1,139912.23,0,598,14.12,681165,582992,85.59,1823.9,4.65,30,2016,,,
B07871,Female,37,Trades or apprenticeship certificate,Canadian-born,Married,1,Manual Labor,Employed,56850.99,6,1,4,Salaried,224000,141757.36,82242.64,88125.28,0,0,0,668,11.95,690891,415534,60.14,2175.32,4.79,25,2013,,,
B07872,Male,38,College or CEGEP certificate or diploma,Canadian-born,Divorced,0,Manual Labor,Unemployed,61329.49,6,1,19,Salaried,228000,169834.99,58165.01,28560.48,1,176347.97,1,624,22.87,784154,742438,94.68,2102.23,4.92,25,2005,,,
B07873,Female,50,Bachelor's degree,Canadian-born,Married,2,Manufacturing,Employed,51901.93,7,6,13,Salaried,246000,163680.44,82319.56,28479.05,4,171028.91,0,658,24.87,1067563,754253,70.65,1361.63,3.61,30,2004,,,
B07874,Female,38,High school diploma or equivalent,Canadian-born,Single,1,Retail,Employed,67684.91,7,3,15,Hourly,295000,151959.89,143040.11,46483.71,1,159215.35,0,705,4.31,956947,600238,62.72,1845.98,5.43,20,2008,,,
B07875,Female,54,College or CEGEP certificate or diploma,Canadian-born,Married,2,Education,Employed,68078.5,7,6,6,Salaried,248000,88782.58,159217.42,39026.68,2,100986.5,0,620,17.89,836076,548048,65.55,1326.77,3.71,20,1995,,,
B07876,Female,54,High school diploma or equivalent,Canadian-born,Single,1,Tech,Employed,70786.97,7,3,19,Hourly,249000,175111.93,73888.07,27674.98,4,186998.34,0,563,80.08,914535,792512,86.66,1921.8,6.12,15,1990,,,
B07877,Female,47,High school diploma or equivalent,Canadian-born,Single,3,Manual Labor,Employed,51761.8,6,2,18,Salaried,203000,141712.58,61287.42,50706.04,1,151935.84,0,624,39.28,751594,675310,89.85,2138.65,3.86,30,1995,,,
B07878,Male,51,Master's degree,Canadian-born,Single,0,Tech,Employed,91853.27,9,6,9,Salaried,272000,90560.45,181439.55,135204.39,6,92292.28,1,672,11.22,1066332,889934,83.46,1212.76,4.77,30,2006,,,
B07879,Female,50,University certificate or diploma above a bachelor's degree,Canadian-born,Married,2,Manual Labor,Self-employed,71265.28,7,1,8,Hourly,250000,152986.57,97013.43,83376.82,0,0,0,760,31.69,892527,742550,83.2,1534.25,4.9,25,1995,,,
B07880,Male,51,First professional degree,Canadian-born,Married,2,Manual Labor,Employed,51680.47,6,3,22,Hourly,214000,114038.11,99961.89,84695.91,3,126283.91,0,756,24.11,904669,809492,89.48,1553.93,4.59,25,2014,,,
B07881,Male,40,University certificate or diploma above a bachelor's degree,Canadian-born,Single,4,Tech,Self-employed,146521.53,10,3,7,Salaried,313000,103666.34,209333.66,87976.47,2,117780.81,0,802,29.28,910650,832784,91.45,1324.83,5.65,20,2004,,,
B07882,Male,37,High school diploma or equivalent,Canadian-born,Married,1,Construction,Employed,38608.43,4,1,16,Hourly,176000,65981.58,110018.42,30010.72,0,0,0,627,42.22,1021715,763379,74.72,1647.72,5.06,25,2005,,,
B07883,Female,54,Bachelor's degree,Canadian-born,Married,1,Tech,Employed,40391.68,4,2,3,Salaried,167000,106407.41,60592.59,40160.41,2,126370.3,0,588,13.55,1088406,829956,76.25,880.77,4.27,25,2015,,,
B07884,Female,38,Bachelor's degree,Canadian-born,Divorced,0,Construction,Self-employed,113770.1,10,2,10,Salaried,267000,205615.45,61384.55,50533.81,4,210124.12,0,682,16.88,937411,798226,85.15,2078.56,4.44,30,2020,,,
B07885,Male,42,Master's degree,Canadian-born,Married,0,Healthcare,Employed,27134.07,3,11,23,Salaried,186000,109587.57,76412.43,59660.81,1,124315.02,0,680,30.71,925303,644968,69.7,2159.93,6.57,30,2010,,,
B07886,Female,54,Trades or apprenticeship certificate,Canadian-born,Married,1,Manual Labor,Student,53962.39,5,4,22,Salaried,194000,152150.42,41849.58,55656.31,2,163497.23,0,787,49.02,1001822,664792,66.36,1709.28,5.03,25,2014,,,
B07887,Male,43,College or CEGEP certificate or diploma,Canadian-born,Married,3,Education,Unemployed,63239.04,6,5,13,Salaried,216000,113903.72,102096.28,95316.01,2,131396.99,2,619,46.22,858434,772710,90.01,1048.47,4.01,30,2005,,,
B07888,Male,35,College or CEGEP certificate or diploma,Canadian-born,Single,0,Construction,Retired,51861.11,5,1,3,Salaried,217000,154674.22,62325.78,40065.22,3,154299.81,0,678,5.51,984488,797880,81.05,2341.83,3.84,30,2013,,,
B07889,Male,47,Trades or apprenticeship certificate,Canadian-born,Single,0,Construction,Employed,79884.32,9,1,1,Contract,268000,210250.41,57749.59,88226.54,4,214774.3,0,763,23.13,1075339,651090,60.55,821.7,6.83,20,2017,,,
B07890,Male,36,Bachelor's degree,Long-term immigrant,Married,0,Finance,Employed,46045.94,4,4,21,Contract,213000,46328.1,166671.9,23073.19,2,59136.87,0,727,23.47,961052,766876,79.8,1460.52,6.15,25,2018,,,
B07891,Male,44,High school diploma or equivalent,Canadian-born,Single,0,Retail,Employed,91316.63,9,9,23,Salaried,289000,65159.73,223840.27,121241.14,1,76098.25,0,636,9.24,1287153,1147345,89.14,1596.07,4.44,20,2017,,,
B07892,Female,53,College or CEGEP certificate or diploma,Canadian-born,Single,3,Tech,Employed,60017.98,6,1,1,Salaried,244000,85609.81,158390.19,79047.73,3,93649.17,1,679,5.3,690483,483370,70,1320.65,5.02,25,1990,,,
B07893,Female,51,Bachelor's degree,Canadian-born,Married,3,Healthcare,Employed,143410.35,10,19,33,Hourly,318000,117516.96,200483.04,39939.75,1,123616.56,0,686,33.35,956149,844235,88.3,1182.3,5.15,30,2003,,,
B07894,Male,47,High school diploma or equivalent,Canadian-born,Single,1,Manual Labor,Unemployed,128668.63,10,10,27,Salaried,316000,168661.27,147338.73,134709.61,2,181311.45,0,625,32.53,1014622,801854,79.03,1755.89,6.28,20,2007,,,
B07895,Female,48,Trades or apprenticeship certificate,Canadian-born,Single,0,Manual Labor,Employed,50288.72,5,10,28,Salaried,191000,95510.39,95489.61,23854.83,2,96431.14,0,672,18.68,1051847,918532,87.33,1708.88,3.5,25,2014,,,
B07896,Female,45,Master's degree,Canadian-born,Married,3,Healthcare,Employed,72059.72,8,1,20,Salaried,239000,167563.45,71436.55,65084.7,1,189194.79,0,714,30.31,707071,486583,68.82,2536.58,5.71,30,2007,,,
B07897,Female,44,Bachelor's degree,Canadian-born,Married,0,Manufacturing,Employed,139539.89,10,3,21,Salaried,319000,169615.17,149384.83,142371.31,1,184113.59,0,675,14.78,1105780,669702,60.56,2060.18,6.4,30,2018,,,
B07898,Female,41,Bachelor's degree,Canadian-born,Married,2,Construction,Self-employed,30444.42,2,8,27,Hourly,109000,39847.68,69152.32,13449.21,0,0,0,760,24.28,1049790,703341,67,1767.16,3.89,30,2015,,,
B07899,Male,44,University certificate or diploma above a bachelor's degree,Canadian-born,Married,3,Finance,Employed,70289.68,8,7,19,Hourly,234000,77616.19,156383.81,47143.48,4,89939.39,0,715,15.91,819141,705619,86.14,1688.82,3.8,20,2017,,,
B07900,Female,35,"No certificate, diploma or degree",Long-term immigrant,Married,1,Healthcare,Employed,147861.15,10,2,6,Hourly,295000,110597.04,184402.96,65858.27,1,119923.3,0,684,26.03,932207,590176,63.31,2578.86,3.41,30,2012,,,
B07901,Female,48,"No certificate, diploma or degree",Long-term immigrant,Single,0,Construction,Employed,57408.64,6,10,14,Hourly,215000,61171.5,153828.5,68953.14,6,65733.3,0,666,27.61,889571,654183,73.54,2059.03,5.67,20,2004,,,
B07902,Male,37,High school diploma or equivalent,Canadian-born,Single,0,Tech,Unemployed,87930.29,9,5,15,Salaried,255000,143849.63,111150.37,75552.64,4,152433.16,0,785,57.42,609707,391968,64.29,1588.03,6.2,25,2010,,,
B07903,Male,47,College or CEGEP certificate or diploma,Canadian-born,Single,3,Logistics,Employed,135801.12,10,23,32,Salaried,296000,102118.33,193881.67,129632.63,4,116531.79,2,642,21.23,988270,707287,71.57,1601.44,4.16,25,2015,,,
B07904,Female,36,University certificate or diploma below a bachelor's degree,Canadian-born,Married,0,Manual Labor,Employed,95842.76,9,2,7,Salaried,278000,200046.21,77953.79,127500.18,0,0,0,684,47.39,906670,790523,87.19,808.8,3.01,30,2018,,,
B07905,Male,51,High school diploma or equivalent,Canadian-born,Married,1,Manual Labor,Employed,135271.55,10,5,10,Hourly,293000,228261.48,64738.52,70185.59,2,235633.11,0,606,58.93,1050936,980108,93.26,1485.25,6.13,30,2014,,,
B07906,Female,37,High school diploma or equivalent,Canadian-born,Married,2,Manual Labor,Employed,88205.26,9,3,15,Hourly,284000,123213.24,160786.76,130639.38,2,138582.09,0,736,9.85,797247,694569,87.12,1719.01,4.8,25,2014,,,
B07907,Male,49,Bachelor's degree,Canadian-born,Married,3,Education,Employed,159858.74,10,5,10,Salaried,253000,191768.63,61231.37,65038.64,3,197030.05,1,655,12.47,984235,729299,74.1,1550.86,5.78,30,2021,,,
B07908,Female,42,College or CEGEP certificate or diploma,Canadian-born,Single,1,Manual Labor,Employed,53946.73,5,2,8,Hourly,218000,157342.21,60657.79,89803.22,3,164577.95,0,728,25,971972,641790,66.03,2048.41,4.5,25,2017,,,
B07909,Male,40,Doctoral degree,Canadian-born,Married,0,Healthcare,Student,83671.15,8,3,10,Salaried,295000,150485.95,144514.05,98441.59,4,161276.09,0,629,3.8,1068257,894612,83.75,1927.67,4.11,25,2015,,,
B07910,Female,43,Trades or apprenticeship certificate,Canadian-born,Married,2,Tech,Employed,66468.77,6,13,22,Salaried,216000,66729.6,149270.4,91912.03,2,78960.62,1,562,8.21,883664,697416,78.92,1293.34,5.11,25,2021,,,
B07911,Female,45,Bachelor's degree,Canadian-born,Married,0,Finance,Employed,91451.45,9,2,12,Salaried,282000,154912.27,127087.73,96834.03,4,159285.24,0,746,11.46,976631,692476,70.9,1127.19,4.35,25,2000,,,
B07912,Male,36,Bachelor's degree,Canadian-born,Married,0,Logistics,Employed,52789.37,4,5,9,Salaried,174000,115574.28,58425.72,72848.67,0,0,0,686,14.12,753494,548166,72.75,1736.38,4.08,20,2014,,,
B07913,Female,43,University certificate or diploma above a bachelor's degree,Canadian-born,Widowed,3,Healthcare,Student,44781.18,4,12,19,Hourly,190000,52188.68,137811.32,63131.8,3,56976.53,1,745,19.85,1030357,930486,90.31,1965.46,7.02,25,2009,,,
B07914,Male,52,College or CEGEP certificate or diploma,Long-term immigrant,Married,0,Construction,Employed,31161.72,3,3,3,Hourly,177000,134786.62,42213.38,26000.86,1,140409.38,0,712,64.69,810439,500994,61.82,1769.94,5.42,20,1998,,,
B07915,Male,53,High school diploma or equivalent,Canadian-born,Divorced,0,Healthcare,Employed,47201.6,5,6,12,Salaried,177000,115898.92,61101.08,73550.89,0,0,0,680,4.16,873040,698550,80.01,2450.59,4.87,20,2015,,,
B07916,Male,52,Trades or apprenticeship certificate,Canadian-born,Single,1,Construction,Student,35847.38,4,7,24,Salaried,170000,118929.04,51070.96,64122.1,2,125850.85,0,658,44.3,963011,841517,87.38,2614.99,6.78,30,2005,,,
B07917,Female,39,Bachelor's degree,Canadian-born,Single,1,Finance,Self-employed,153752.91,10,4,15,Salaried,282000,152501.95,129498.05,115819.82,0,0,0,677,49.84,1015642,841984,82.9,2562.91,3.53,20,2007,,,
B07918,Male,52,College or CEGEP certificate or diploma,Canadian-born,Single,2,Finance,Self-employed,76441.98,8,3,21,Hourly,288000,99714.99,188285.01,39915.9,3,109323.45,0,679,15.98,961766,879893,91.49,1270.44,4.35,15,2007,,,
B07919,Male,46,Bachelor's degree,Canadian-born,Single,2,Manual Labor,Employed,54283.62,6,8,15,Salaried,220000,47992.13,172007.87,82696.78,0,0,0,634,20.61,587293,525938,89.55,986.59,6.37,30,2009,,,
B07920,Male,38,"No certificate, diploma or degree",Canadian-born,Married,2,Healthcare,Employed,43469.28,4,4,6,Salaried,174000,83568.61,90431.39,71347.3,3,92937.53,1,711,40.5,1012915,705868,69.69,1225.5,5.2,25,2022,,,
B07921,Female,49,College or CEGEP certificate or diploma,Recent immigrant,Married,2,Construction,Employed,135174.78,10,1,10,Salaried,313000,77662.14,235337.86,77593.49,2,89302.63,0,616,21.71,728001,554069,76.11,972.65,5.37,15,2006,,,
B07922,Female,45,College or CEGEP certificate or diploma,Canadian-born,Married,2,Logistics,Employed,125708.5,10,10,23,Salaried,292000,90619.13,201380.87,140448.61,4,99972.96,0,763,36.62,896102,560812,62.58,1764.55,6.96,20,2018,,,
B07923,Male,53,University certificate or diploma above a bachelor's degree,Canadian-born,Divorced,0,Manual Labor,Unemployed,167908.16,10,2,20,Salaried,287000,138746.5,148253.5,106479.79,1,143220.74,2,695,37.18,716439,434958,60.71,1977.72,3.55,30,2011,,,
B07924,Male,39,Bachelor's degree,Canadian-born,Divorced,1,Manufacturing,Employed,139775.5,10,4,22,Hourly,268000,137050.09,130949.91,33153.33,2,141871.3,1,607,19.78,1069480,859773,80.39,2199.24,5.59,30,2018,,,
B07925,Female,40,College or CEGEP certificate or diploma,Canadian-born,Single,2,Healthcare,Self-employed,138906.67,10,2,10,Salaried,325000,163799.71,161200.29,119335.8,3,168865.42,2,674,57.31,927738,603291,65.03,2259.34,5.24,20,2011,,,
B07926,Male,47,Bachelor's degree,Canadian-born,Divorced,0,Manual Labor,Unemployed,88328.78,9,4,8,Salaried,288000,148227.74,139772.26,30460.6,2,150463.91,0,711,32.91,888365,779071,87.7,1699.21,6.59,20,2006,,,
B07927,Female,44,High school diploma or equivalent,Canadian-born,Married,0,Manufacturing,Employed,57407.49,7,1,7,Salaried,231000,87057.91,143942.09,38420.5,5,92382.86,0,662,11.62,862552,711351,82.47,1731.34,6.05,20,2015,,,
B07928,Female,48,Bachelor's degree,Canadian-born,Married,1,Healthcare,Self-employed,47178.6,6,4,16,Salaried,266000,152239.14,113760.86,67757.35,3,162107.12,0,681,50.13,935339,708549,75.75,1425.69,3.31,20,1996,,,
B07929,Female,38,High school diploma or equivalent,Long-term immigrant,Married,1,Manual Labor,Employed,18021.28,1,4,21,Salaried,132000,54915.4,77084.6,30623.22,2,64879.23,0,629,47.56,774307,590342,76.24,2125.11,3.7,15,2010,,,
B07930,Male,54,Bachelor's degree,Canadian-born,Single,1,Construction,Employed,131325.27,10,8,20,Hourly,285000,138770.62,146229.38,110708.69,1,149450.87,0,568,28.83,808197,635512,78.63,1523.64,6.49,20,1999,,,
B07931,Female,46,University certificate or diploma below a bachelor's degree,Canadian-born,Divorced,2,Education,Self-employed,50529.49,7,4,10,Salaried,278000,106768.7,171231.3,61217.63,0,0,0,719,34.49,839247,611788,72.9,1263.53,5.47,30,2020,,,
B07932,Female,49,College or CEGEP certificate or diploma,Long-term immigrant,Married,1,Manual Labor,Retired,117436.18,10,3,10,Salaried,297000,81413.54,215586.46,122215.6,3,89000.05,0,667,48.14,830485,707680,85.21,1171.08,4.09,30,1999,,,
B07933,Female,44,College or CEGEP certificate or diploma,Canadian-born,Divorced,3,Retail,Unemployed,60503.16,6,3,6,Contract,213000,59808.32,153191.68,44707.95,2,65515.76,0,681,41.96,976512,759721,77.8,1663.7,3.37,20,2001,,,
B07934,Male,45,High school diploma or equivalent,Canadian-born,Widowed,1,Other,Employed,61061.34,6,5,21,Salaried,219000,147671.32,71328.68,70201.49,3,162247.17,0,568,54.31,989493,784656,79.3,2187.86,5.97,25,2006,,,
